Feature,Odds Ratio
const,105167.30427994764
Relative_Compactness,0.5019424098788452
Wall_Area,3.203790473592914
Overall_Height,6.173928327398555e+34
Glazing_Area,4.94545258505344e+22
Glazing_Area_Distribution,0.46120136959596986
